RetainedRef	DuplicateRef
ENST00000616102.4	ENST00000617218.1
ENST00000616102.4	ENST00000619557.1
ENST00000616102.4	ENST00000619347.1
ENST00000616102.4	ENST00000614598.1
ENST00000616102.4	ENST00000610829.1
ENST00000616102.4	ENST00000611667.1
ENST00000616102.4	ENST00000613636.4
ENST00000616102.4	ENST00000622193.1
ENST00000643951.1	ENST00000534314.5
ENST00000634809.1	ENST00000598707.5
ENST00000640953.1	ENST00000487369.5
ENST00000613092.4	ENST00000589305.5
ENST00000638570.1	ENST00000610869.1
ENST00000638570.1	ENST00000615880.1
ENST00000638570.1	ENST00000612251.1
ENST00000639522.1	ENST00000640512.2
ENST00000639522.1	ENST00000326542.11
ENST00000631458.1	ENST00000561170.1
ENST00000707644.1	ENST00000470012.1
ENST00000621527.4	ENST00000474910.5
ENST00000672496.1	ENST00000330261.5
ENST00000709225.1	ENST00000361871.8
ENST00000671946.1	ENST00000381557.6
ENST00000707668.1	ENST00000411817.2
ENST00000575540.1	ENST00000494053.1
ENST00000631647.1	ENST00000577001.1
ENST00000596476.1	ENST00000623537.1
ENST00000646015.1	ENST00000430406.1
ENST00000708743.1	ENST00000554184.5
ENST00000672426.1	ENST00000381978.7
ENST00000639450.1	ENST00000517782.1
ENST00000710066.1	ENST00000635015.1
ENST00000612275.1	ENST00000493336.1
ENST00000710596.1	ENST00000682835.1
ENST00000470020.1	ENST00000492224.1
ENST00000470020.1	ENST00000496180.1
ENST00000470020.1	ENST00000495358.1
ENST00000470020.1	ENST00000489401.1
ENST00000470020.1	ENST00000482938.1
ENST00000497309.5	ENST00000497823.5
ENST00000633782.1	ENST00000529064.5
ENST00000484497.1	ENST00000498329.1
ENST00000484497.1	ENST00000474700.1
ENST00000484497.1	ENST00000482838.1
ENST00000631499.1	ENST00000532038.5
ENST00000673293.1	ENST00000481033.1
ENST00000633491.1	ENST00000568766.1
ENST00000708497.1	ENST00000522280.1
ENST00000707889.1	ENST00000484403.5
ENST00000633398.1	ENST00000619383.1
ENST00000709799.1	ENST00000426461.1
ENST00000710608.1	ENST00000710607.1
ENST00000613056.4	ENST00000614745.4
ENST00000628796.1	ENST00000512800.1
ENST00000645951.1	ENST00000447168.1
ENST00000625734.1	ENST00000533326.1
ENST00000474803.1	ENST00000491304.1
ENST00000474803.1	ENST00000485411.1
ENST00000474803.1	ENST00000485901.1
ENST00000421802.1	ENST00000575304.1
ENST00000631435.1	ENST00000632684.1
ENST00000709750.1	ENST00000482454.5
ENST00000626435.2	ENST00000553350.5
ENST00000647024.2	ENST00000465278.3
ENST00000629914.1	ENST00000468710.1
ENST00000709706.1	ENST00000491440.1
ENST00000484344.5	ENST00000464411.5
ENST00000484344.5	ENST00000497007.5
ENST00000484344.5	ENST00000493350.5
ENST00000484344.5	ENST00000482080.5
ENST00000484344.5	ENST00000495997.5
ENST00000484344.5	ENST00000493860.5
ENST00000484344.5	ENST00000484566.5
ENST00000634279.1	ENST00000601060.5
ENST00000628956.1	ENST00000621105.1
ENST00000619025.1	ENST00000465648.1
ENST00000574395.5	ENST00000494691.5
ENST00000642490.1	ENST00000525371.1
ENST00000708101.1	ENST00000428157.1
ENST00000708438.1	ENST00000580156.1
ENST00000442629.5	ENST00000400691.6
ENST00000708250.1	ENST00000354771.8
ENST00000687625.1	ENST00000692380.1
ENST00000643478.1	ENST00000526430.1
ENST00000370791.9	ENST00000710932.1
ENST00000632819.1	ENST00000520387.1
ENST00000643107.1	ENST00000619469.4
ENST00000639518.1	ENST00000571541.5
ENST00000642709.1	ENST00000533272.1
ENST00000610441.1	ENST00000619473.1
ENST00000428905.5	ENST00000422860.5
ENST00000428905.5	ENST00000420075.5
ENST00000428905.5	ENST00000415034.5
ENST00000428905.5	ENST00000453036.5
ENST00000428905.5	ENST00000439612.5
ENST00000428905.5	ENST00000452994.5
ENST00000709003.1	ENST00000279791.1
ENST00000448163.1	ENST00000414549.1
ENST00000709845.1	ENST00000410061.4
ENST00000709388.1	ENST00000373605.7
ENST00000673093.1	ENST00000266560.8
ENST00000647362.1	ENST00000519013.1
ENST00000646361.1	ENST00000495418.5
ENST00000396512.3	ENST00000678269.1
ENST00000452263.1	ENST00000419200.1
ENST00000710622.1	ENST00000710634.1
ENST00000638600.1	ENST00000419017.1
ENST00000671968.1	ENST00000536053.6
ENST00000490260.1	ENST00000466714.1
ENST00000490260.1	ENST00000481554.1
ENST00000490260.1	ENST00000483450.1
ENST00000437137.6	ENST00000434314.6
ENST00000437137.6	ENST00000443741.6
ENST00000437137.6	ENST00000443340.6
ENST00000437137.6	ENST00000453995.6
ENST00000576421.5	ENST00000484489.5
ENST00000480515.1	ENST00000484964.1
ENST00000673017.1	ENST00000673613.1
ENST00000497560.1	ENST00000460735.5
ENST00000497560.1	ENST00000471385.2
ENST00000646941.1	ENST00000557674.1
ENST00000383551.7	ENST00000377148.5
ENST00000645275.1	ENST00000560614.5
ENST00000710060.1	ENST00000635589.1
ENST00000634157.1	ENST00000525223.1
ENST00000484506.5	ENST00000486900.5
ENST00000640216.1	ENST00000507569.5
ENST00000622378.1	ENST00000592423.1
ENST00000708749.1	ENST00000553516.5
ENST00000672083.1	ENST00000572314.5
ENST00000635574.1	ENST00000635696.1
ENST00000713549.1	ENST00000649912.2
ENST00000457341.6	ENST00000454021.6
ENST00000457341.6	ENST00000211372.9
ENST00000457341.6	ENST00000434122.2
ENST00000629627.1	ENST00000399560.2
ENST00000473159.1	ENST00000494850.1
ENST00000473159.1	ENST00000496799.1
ENST00000473159.1	ENST00000466006.1
ENST00000473159.1	ENST00000471983.1
ENST00000473159.1	ENST00000482257.1
ENST00000645314.2	ENST00000488580.6
ENST00000628693.2	ENST00000545154.5
ENST00000640935.1	ENST00000458611.1
ENST00000613835.2	ENST00000574270.4
ENST00000644048.1	ENST00000399638.5
ENST00000573322.5	ENST00000473783.5
ENST00000709555.1	ENST00000649960.2
ENST00000640142.1	ENST00000639735.2
ENST00000474319.1	ENST00000630702.1
ENST00000711264.1	ENST00000262640.11
ENST00000709605.1	ENST00000390661.5
ENST00000540220.6	ENST00000598087.4
ENST00000629646.2	ENST00000435894.5
ENST00000708792.1	ENST00000555306.5
ENST00000629100.1	ENST00000505251.1
ENST00000626999.1	ENST00000575977.1
ENST00000464885.6	ENST00000629515.2
ENST00000707841.1	ENST00000519711.1
ENST00000451907.2	ENST00000439425.6
ENST00000451907.2	ENST00000426977.2
ENST00000634110.1	ENST00000494148.1
ENST00000710019.1	ENST00000447792.2
ENST00000672234.1	ENST00000477247.6
ENST00000672104.1	ENST00000592798.5
ENST00000576845.1	ENST00000461269.1
ENST00000644240.1	ENST00000554655.5
ENST00000707301.1	ENST00000530455.5
ENST00000710147.1	ENST00000703926.1
ENST00000709896.1	ENST00000507485.1
ENST00000443860.2	ENST00000428608.2
ENST00000572071.1	ENST00000472008.1
ENST00000533508.2	ENST00000542437.1
ENST00000428291.5	ENST00000428450.5
ENST00000709421.1	ENST00000617913.5
ENST00000485890.1	ENST00000492510.1
ENST00000708992.1	ENST00000627820.1
ENST00000708992.1	ENST00000529291.1
ENST00000470778.1	ENST00000484132.1
ENST00000470778.1	ENST00000483096.1
ENST00000470778.1	ENST00000491244.1
ENST00000470778.1	ENST00000480789.1
ENST00000470778.1	ENST00000480214.1
ENST00000470778.1	ENST00000497207.1
ENST00000709618.1	ENST00000398477.1
ENST00000639381.1	ENST00000519213.1
ENST00000627547.2	ENST00000422219.5
ENST00000672072.1	ENST00000525831.5
ENST00000632259.1	ENST00000539004.5
ENST00000711125.1	ENST00000496630.6
ENST00000711125.1	ENST00000630435.2
ENST00000611256.2	ENST00000576159.1
ENST00000643570.1	ENST00000558788.1
ENST00000482682.5	ENST00000497581.5
ENST00000482682.5	ENST00000468023.5
ENST00000482682.5	ENST00000496155.5
ENST00000640348.1	ENST00000520900.5
ENST00000630619.2	ENST00000495952.5
ENST00000400129.7	ENST00000426326.6
ENST00000436431.1	ENST00000428065.1
ENST00000436431.1	ENST00000455040.1
ENST00000436431.1	ENST00000443604.1
ENST00000436431.1	ENST00000417139.1
ENST00000436431.1	ENST00000418008.1
ENST00000436431.1	ENST00000414746.1
ENST00000436431.1	ENST00000445436.1
ENST00000707226.1	ENST00000543260.5
ENST00000437975.1	ENST00000437174.1
ENST00000437975.1	ENST00000452321.1
ENST00000437975.1	ENST00000427782.1
ENST00000437975.1	ENST00000439001.1
ENST00000710258.1	ENST00000634908.1
ENST00000708154.1	ENST00000698508.1
ENST00000708317.1	ENST00000616325.1
ENST00000672954.1	ENST00000535486.2
ENST00000626375.2	ENST00000503151.5
ENST00000549663.5	ENST00000551168.3
ENST00000549663.5	ENST00000549677.5
ENST00000549663.5	ENST00000375562.8
ENST00000628583.1	ENST00000471524.1
ENST00000507086.5	ENST00000502741.5
ENST00000477877.1	ENST00000482409.1
ENST00000451948.5	ENST00000435543.5
ENST00000451948.5	ENST00000445869.5
ENST00000632302.1	ENST00000531006.1
ENST00000671909.1	ENST00000537296.5
ENST00000628229.1	ENST00000375448.4
ENST00000643133.1	ENST00000559396.5
ENST00000627063.2	ENST00000477603.5
ENST00000644797.1	ENST00000558476.5
ENST00000430476.1	ENST00000455722.1
ENST00000495662.5	ENST00000492866.1
ENST00000495662.5	ENST00000488575.1
ENST00000643420.1	ENST00000466421.5
ENST00000710089.1	ENST00000696124.1
ENST00000632463.1	ENST00000621605.1
ENST00000474819.1	ENST00000491696.1
ENST00000474819.1	ENST00000485010.1
ENST00000474819.1	ENST00000494997.1
ENST00000474819.1	ENST00000498030.1
ENST00000646916.1	ENST00000559606.1
ENST00000626755.1	ENST00000524454.1
ENST00000640850.1	ENST00000642658.1
ENST00000640850.1	ENST00000640647.2
ENST00000640850.1	ENST00000647064.1
ENST00000634766.2	ENST00000302271.11
ENST00000471670.1	ENST00000496665.1
ENST00000471670.1	ENST00000487731.1
ENST00000471670.1	ENST00000461032.1
ENST00000471670.1	ENST00000467593.1
ENST00000630231.1	ENST00000555762.1
ENST00000710012.1	ENST00000539731.6
ENST00000634882.1	ENST00000588934.5
ENST00000619683.4	ENST00000614753.4
ENST00000599522.7	ENST00000485287.5
ENST00000625911.1	ENST00000488985.1
ENST00000709856.1	ENST00000442813.1
ENST00000645385.1	ENST00000559493.5
ENST00000481696.5	ENST00000464904.5
ENST00000481696.5	ENST00000481045.5
ENST00000481696.5	ENST00000464869.5
ENST00000467554.5	ENST00000471954.5
ENST00000467554.5	ENST00000468536.5
ENST00000643652.1	ENST00000622776.1
ENST00000711206.1	ENST00000432523.6
ENST00000673567.1	ENST00000588317.1
ENST00000708744.1	ENST00000556854.5
ENST00000633272.1	ENST00000539400.5
ENST00000672016.1	ENST00000672430.1
ENST00000645859.1	ENST00000557099.2
ENST00000424597.5	ENST00000440260.5
ENST00000646760.1	ENST00000437818.1
ENST00000646760.1	ENST00000400079.1
ENST00000632781.1	ENST00000563895.1
ENST00000469302.1	ENST00000633949.1
ENST00000708565.1	ENST00000399816.4
ENST00000639180.1	ENST00000489131.1
ENST00000451632.5	ENST00000416705.5
ENST00000451632.5	ENST00000440427.5
ENST00000451632.5	ENST00000418397.5
ENST00000642520.1	ENST00000559253.1
ENST00000632874.1	ENST00000533031.5
ENST00000672878.1	ENST00000571480.5
ENST00000707854.1	ENST00000341618.8
ENST00000649010.1	ENST00000649998.1
ENST00000633178.1	ENST00000525051.5
ENST00000707849.1	ENST00000471269.1
ENST00000645204.1	ENST00000532935.5
ENST00000672223.1	ENST00000544218.5
ENST00000331134.11	ENST00000705719.1
ENST00000673025.1	ENST00000673107.1
ENST00000640284.1	ENST00000573209.1
ENST00000709397.1	ENST00000373558.2
ENST00000601863.3	ENST00000581667.1
ENST00000404171.1	ENST00000630974.1
ENST00000632268.1	ENST00000616383.1
ENST00000709036.1	ENST00000601731.1
ENST00000626855.1	ENST00000608458.1
ENST00000709282.1	ENST00000248121.7
ENST00000673341.1	ENST00000673033.1
ENST00000571829.1	ENST00000368669.1
ENST00000629121.1	ENST00000554404.1
ENST00000420559.5	ENST00000450984.5
ENST00000633510.1	ENST00000525274.5
ENST00000707967.1	ENST00000405799.3
ENST00000707236.1	ENST00000456945.1
ENST00000640535.1	ENST00000584170.5
ENST00000633755.1	ENST00000521880.5
ENST00000456607.6	ENST00000453377.6
ENST00000456607.6	ENST00000434332.6
ENST00000456607.6	ENST00000400279.7
ENST00000456607.6	ENST00000428467.6
ENST00000502493.2	ENST00000513164.2
ENST00000496463.1	ENST00000494039.1
ENST00000683879.1	ENST00000710399.1
ENST00000465562.1	ENST00000494492.1
ENST00000465562.1	ENST00000487191.1
ENST00000465562.1	ENST00000488507.1
ENST00000465562.1	ENST00000487295.1
ENST00000465562.1	ENST00000489823.1
ENST00000465562.1	ENST00000467319.1
ENST00000644864.1	ENST00000516132.1
ENST00000449843.1	ENST00000707580.1
ENST00000707569.1	ENST00000531976.1
ENST00000708978.1	ENST00000549821.5
ENST00000616643.3	ENST00000571732.5
ENST00000707224.1	ENST00000542613.5
ENST00000630459.2	ENST00000628806.2
ENST00000630459.2	ENST00000631279.2
ENST00000707479.1	ENST00000679778.1
ENST00000709948.1	ENST00000244513.10
ENST00000428957.2	ENST00000449558.2
ENST00000550401.2	ENST00000547493.1
ENST00000550401.2	ENST00000553121.5
ENST00000708214.1	ENST00000434634.7
ENST00000672227.1	ENST00000672889.1
ENST00000634183.1	ENST00000377579.7
ENST00000473623.1	ENST00000498184.1
ENST00000640286.1	ENST00000580713.1
ENST00000708157.1	ENST00000498836.5
ENST00000711379.1	ENST00000577177.1
ENST00000628720.2	ENST00000531290.5
ENST00000645133.1	ENST00000465934.1
ENST00000707995.1	ENST00000495249.1
ENST00000632310.1	ENST00000620424.1
ENST00000646126.1	ENST00000525024.5
ENST00000630141.2	ENST00000517900.5
ENST00000641640.1	ENST00000641238.1
ENST00000446529.6	ENST00000432617.6
ENST00000573938.1	ENST00000434082.3
ENST00000633137.1	ENST00000468682.2
ENST00000635497.3	ENST00000476978.3
ENST00000630535.1	ENST00000524797.1
ENST00000638497.1	ENST00000465046.1
ENST00000497713.1	ENST00000493496.5
ENST00000497713.1	ENST00000465516.1
ENST00000497713.1	ENST00000491702.1
ENST00000497713.1	ENST00000491795.5
ENST00000651390.1	ENST00000651842.1
ENST00000635222.1	ENST00000600304.1
ENST00000638673.1	ENST00000577402.1
ENST00000639768.1	ENST00000640214.1
ENST00000639768.1	ENST00000639572.1
ENST00000630912.1	ENST00000627110.1
ENST00000456804.5	ENST00000423989.5
ENST00000456804.5	ENST00000457868.5
ENST00000633090.1	ENST00000531670.5
ENST00000672897.1	ENST00000673185.1
ENST00000673323.1	ENST00000405081.1
ENST00000709649.1	ENST00000445492.1
ENST00000709584.1	ENST00000642005.1
ENST00000572593.5	ENST00000427110.6
ENST00000671796.1	ENST00000613393.1
ENST00000709536.1	ENST00000451324.6
ENST00000709764.1	ENST00000429272.1
ENST00000648435.1	ENST00000627994.1
ENST00000632386.1	ENST00000534602.5
ENST00000430482.5	ENST00000413532.5
ENST00000430482.5	ENST00000424790.5
ENST00000430482.5	ENST00000383409.6
ENST00000430482.5	ENST00000444699.5
ENST00000430482.5	ENST00000426149.5
ENST00000632559.1	ENST00000635813.1
ENST00000632559.1	ENST00000614839.4
ENST00000709160.1	ENST00000480235.1
ENST00000646612.1	ENST00000554068.6
ENST00000630540.2	ENST00000527791.5
ENST00000614279.1	ENST00000620371.1
ENST00000638847.1	ENST00000466071.1
ENST00000707494.1	ENST00000625166.1
ENST00000617351.4	ENST00000356187.9
ENST00000709996.1	ENST00000370277.5
ENST00000708830.1	ENST00000539930.1
ENST00000631202.2	ENST00000434817.5
ENST00000633990.1	ENST00000616207.4
ENST00000672845.1	ENST00000534641.5
ENST00000626984.1	ENST00000490365.1
ENST00000635391.1	ENST00000446199.2
ENST00000436931.2	ENST00000430282.2
ENST00000436931.2	ENST00000426800.2
ENST00000436931.2	ENST00000383438.4
ENST00000436931.2	ENST00000441436.2
ENST00000436931.2	ENST00000432598.2
ENST00000436931.2	ENST00000375916.4
ENST00000631267.1	ENST00000438888.5
ENST00000710251.1	ENST00000634711.1
ENST00000629158.2	ENST00000469222.5
ENST00000672796.1	ENST00000588115.5
ENST00000627724.2	ENST00000426032.5
ENST00000710017.1	ENST00000318529.13
ENST00000439816.5	ENST00000430216.5
ENST00000439816.5	ENST00000436004.5
ENST00000439816.5	ENST00000448169.5
ENST00000439816.5	ENST00000395853.5
ENST00000426802.5	ENST00000425138.5
ENST00000426802.5	ENST00000444147.5
ENST00000426802.5	ENST00000424104.5
ENST00000708066.1	ENST00000708073.1
ENST00000708066.1	ENST00000603957.1
ENST00000708066.1	ENST00000604120.1
ENST00000612092.1	ENST00000495279.2
ENST00000640396.1	ENST00000571125.5
ENST00000639415.1	ENST00000578983.1
ENST00000632653.1	ENST00000635869.1
ENST00000632653.1	ENST00000611860.1
ENST00000644449.1	ENST00000646753.1
ENST00000709818.1	ENST00000430682.5
ENST00000710693.1	ENST00000710691.1
ENST00000672720.1	ENST00000457279.5
ENST00000446062.2	ENST00000447811.2
ENST00000446062.2	ENST00000455632.2
ENST00000446062.2	ENST00000453044.2
ENST00000672982.1	ENST00000393747.3
ENST00000625855.1	ENST00000557309.1
ENST00000645427.1	ENST00000531013.1
ENST00000611105.4	ENST00000610753.4
ENST00000611105.4	ENST00000612645.4
ENST00000643427.1	ENST00000537545.1
ENST00000646504.1	ENST00000559491.1
ENST00000644995.1	ENST00000558510.1
ENST00000673065.1	ENST00000535668.1
ENST00000710479.1	ENST00000683482.1
ENST00000710157.1	ENST00000704106.1
ENST00000437470.2	ENST00000436442.2
ENST00000672218.1	ENST00000452667.2
ENST00000626322.1	ENST00000555374.1
ENST00000588270.1	ENST00000627464.1
ENST00000417933.1	ENST00000632943.1
ENST00000633404.1	ENST00000521692.1
ENST00000452598.2	ENST00000426070.2
ENST00000417780.2	ENST00000428972.2
ENST00000646144.1	ENST00000531225.1
ENST00000645938.1	ENST00000558125.1
ENST00000707932.1	ENST00000284951.10
ENST00000637600.1	ENST00000451790.5
ENST00000638530.1	ENST00000570510.6
ENST00000439309.1	ENST00000442090.1
ENST00000631694.1	ENST00000576176.1
ENST00000707275.1	ENST00000682578.1
ENST00000443975.6	ENST00000416324.5
ENST00000443975.6	ENST00000439902.5
ENST00000443975.6	ENST00000400157.7
ENST00000443975.6	ENST00000422771.6
ENST00000443975.6	ENST00000375920.8
ENST00000640526.1	ENST00000486713.1
ENST00000708800.1	ENST00000553368.1
ENST00000489001.1	ENST00000481354.1
ENST00000489001.1	ENST00000479386.1
ENST00000489001.1	ENST00000472934.1
ENST00000489001.1	ENST00000469705.1
ENST00000489001.1	ENST00000498081.1
ENST00000613123.1	ENST00000610825.1
ENST00000672813.1	ENST00000573651.5
ENST00000612942.4	ENST00000617097.4
ENST00000612942.4	ENST00000613085.4
ENST00000612942.4	ENST00000616582.4
ENST00000612942.4	ENST00000620314.4
ENST00000612942.4	ENST00000614572.4
ENST00000612942.4	ENST00000612639.4
ENST00000612942.4	ENST00000614154.4
ENST00000612942.4	ENST00000366170.6
ENST00000629379.3	ENST00000426540.6
ENST00000461796.1	ENST00000472399.1
ENST00000709038.1	ENST00000595636.1
ENST00000626577.1	ENST00000612499.1
ENST00000631866.1	ENST00000519713.1
ENST00000709367.1	ENST00000444657.3
ENST00000635470.2	ENST00000477694.6
ENST00000273968.5	ENST00000527353.2
ENST00000638766.1	ENST00000583322.5
ENST00000640581.1	ENST00000640399.1
ENST00000646141.3	ENST00000526292.1
ENST00000634273.1	ENST00000601094.5
ENST00000709672.1	ENST00000463580.5
ENST00000707523.1	ENST00000530506.5
ENST00000672172.1	ENST00000672435.1
ENST00000707755.1	ENST00000468599.1
ENST00000619637.4	ENST00000618567.1
ENST00000619637.4	ENST00000613053.1
ENST00000644626.1	ENST00000559837.5
ENST00000707544.1	ENST00000533606.2
ENST00000444439.1	ENST00000709951.1
ENST00000645297.1	ENST00000560517.1
ENST00000438711.5	ENST00000451040.5
ENST00000473101.1	ENST00000482903.1
ENST00000451654.1	ENST00000457987.1
ENST00000708562.1	ENST00000503112.1
ENST00000496446.1	ENST00000475562.1
ENST00000452727.1	ENST00000432375.1
ENST00000709581.1	ENST00000366473.4
ENST00000482516.1	ENST00000481333.1
ENST00000632452.1	ENST00000572967.1
ENST00000628816.2	ENST00000531113.5
ENST00000633308.1	ENST00000519770.1
ENST00000628714.1	ENST00000442505.2
ENST00000708578.1	ENST00000491900.1
ENST00000639901.2	ENST00000638367.2
ENST00000639901.2	ENST00000640014.2
ENST00000639901.2	ENST00000640471.2
ENST00000620589.4	ENST00000615652.4
ENST00000620589.4	ENST00000612127.4
ENST00000473927.5	ENST00000497033.5
ENST00000473927.5	ENST00000480401.5
ENST00000628001.2	ENST00000525525.5
ENST00000709402.1	ENST00000467556.1
ENST00000479354.5	ENST00000467720.5
ENST00000479354.5	ENST00000480573.5
ENST00000479354.5	ENST00000494521.5
ENST00000486630.1	ENST00000489416.1
ENST00000486630.1	ENST00000460440.1
ENST00000709923.1	ENST00000604440.5
ENST00000709399.1	ENST00000472968.1
ENST00000421445.6	ENST00000455660.6
ENST00000421445.6	ENST00000383236.8
ENST00000421445.6	ENST00000429645.6
ENST00000421445.6	ENST00000438442.6
ENST00000421445.6	ENST00000374882.8
ENST00000634007.1	ENST00000568222.5
ENST00000707584.1	ENST00000610661.1
ENST00000397289.6	ENST00000397293.6
ENST00000709401.1	ENST00000477066.5
ENST00000644231.1	ENST00000560754.1
ENST00000631547.1	ENST00000570857.5
ENST00000707651.1	ENST00000696053.1
ENST00000634071.1	ENST00000626094.1
ENST00000634071.1	ENST00000532667.1
ENST00000642540.1	ENST00000554348.2
ENST00000414908.1	ENST00000419369.1
ENST00000414908.1	ENST00000445948.1
ENST00000709846.1	ENST00000641920.1
ENST00000710528.1	ENST00000505087.1
ENST00000635314.1	ENST00000610980.4
ENST00000533357.5	ENST00000672602.2
ENST00000533357.5	ENST00000674861.1
ENST00000708093.1	ENST00000605017.1
ENST00000413046.1	ENST00000457888.2
ENST00000633221.1	ENST00000471027.1
ENST00000709977.1	ENST00000492402.5
ENST00000707853.1	ENST00000492930.5
ENST00000673108.1	ENST00000565586.1
ENST00000627390.1	ENST00000498284.1
ENST00000618929.2	ENST00000420015.6
ENST00000576319.1	ENST00000493845.1
ENST00000633405.1	ENST00000523776.1
ENST00000640722.2	ENST00000399134.5
ENST00000512880.5	ENST00000602380.1
ENST00000710202.1	ENST00000703885.1
ENST00000625241.3	ENST00000221801.8
ENST00000632029.1	ENST00000628736.2
ENST00000632029.1	ENST00000529357.5
ENST00000459806.1	ENST00000471878.1
ENST00000478248.1	ENST00000460819.1
ENST00000478248.1	ENST00000462035.1
ENST00000478248.1	ENST00000466262.1
ENST00000478248.1	ENST00000464487.1
ENST00000478248.1	ENST00000494458.1
ENST00000496091.1	ENST00000491158.1
ENST00000496091.1	ENST00000480250.1
ENST00000496091.1	ENST00000498568.1
ENST00000496091.1	ENST00000461573.1
ENST00000631977.1	ENST00000452814.5
ENST00000638427.2	ENST00000323206.2
ENST00000631513.1	ENST00000633327.1
ENST00000631513.1	ENST00000613928.1
ENST00000630166.2	ENST00000473737.5
ENST00000672190.1	ENST00000340736.10
ENST00000623285.1	ENST00000590416.1
ENST00000453391.5	ENST00000400407.5
ENST00000453391.5	ENST00000454377.5
ENST00000453391.5	ENST00000400484.5
ENST00000644670.1	ENST00000603391.1
ENST00000572683.1	ENST00000550830.1
ENST00000640448.2	ENST00000639463.2
ENST00000640637.1	ENST00000395704.8
ENST00000620042.4	ENST00000619618.4
ENST00000496516.1	ENST00000476230.1
ENST00000496516.1	ENST00000493244.1
ENST00000496516.1	ENST00000461938.1
ENST00000612490.1	ENST00000336777.9
ENST00000626354.2	ENST00000378424.9
ENST00000635192.1	ENST00000447739.1
ENST00000490271.1	ENST00000471147.1
ENST00000490271.1	ENST00000473594.1
ENST00000490271.1	ENST00000491401.5
ENST00000460622.1	ENST00000460280.1
ENST00000460622.1	ENST00000478365.1
ENST00000634166.1	ENST00000570893.5
ENST00000646794.1	ENST00000560871.5
ENST00000709146.1	ENST00000534537.5
ENST00000634208.1	ENST00000526832.5
ENST00000494617.5	ENST00000490515.5
ENST00000494617.5	ENST00000490233.5
ENST00000627852.1	ENST00000610196.1
ENST00000631449.1	ENST00000617360.1
ENST00000708090.1	ENST00000609622.5
ENST00000641046.1	ENST00000641883.1
ENST00000487113.1	ENST00000576061.1
ENST00000645452.1	ENST00000528895.5
ENST00000633849.1	ENST00000631554.1
ENST00000633849.1	ENST00000620098.4
ENST00000708298.1	ENST00000614258.1
ENST00000642311.2	ENST00000382689.8
ENST00000639509.1	ENST00000576360.1
ENST00000471507.5	ENST00000707364.1
ENST00000620152.4	ENST00000591023.5
ENST00000639609.2	ENST00000333870.8
ENST00000466282.5	ENST00000470098.5
ENST00000466282.5	ENST00000495291.5
ENST00000466282.5	ENST00000466873.5
ENST00000466282.5	ENST00000494877.5
ENST00000708944.1	ENST00000547228.1
ENST00000489576.5	ENST00000494168.5
ENST00000632469.1	ENST00000413798.1
ENST00000430955.1	ENST00000445762.1
ENST00000430955.1	ENST00000458120.1
ENST00000430955.1	ENST00000418859.1
ENST00000430955.1	ENST00000441213.1
ENST00000430955.1	ENST00000429177.1
ENST00000430955.1	ENST00000446696.1
ENST00000430955.1	ENST00000396783.2
ENST00000708173.1	ENST00000492099.1
ENST00000672038.1	ENST00000455311.6
ENST00000708442.1	ENST00000577894.1
ENST00000463986.1	ENST00000464533.1
ENST00000671706.1	ENST00000571308.5
ENST00000642253.1	ENST00000585385.5
ENST00000639827.1	ENST00000518867.5
ENST00000707658.1	ENST00000452812.1
ENST00000646797.1	ENST00000560501.1
ENST00000711258.1	ENST00000412936.6
ENST00000413468.1	ENST00000484024.5
ENST00000673349.1	ENST00000585891.1
ENST00000625294.1	ENST00000631164.1
ENST00000627692.1	ENST00000305754.2
ENST00000570953.1	ENST00000461433.1
ENST00000632309.1	ENST00000518513.1
ENST00000646053.2	ENST00000491351.6
ENST00000632050.1	ENST00000589780.5
ENST00000639797.2	ENST00000646395.2
ENST00000632475.1	ENST00000519849.1
ENST00000628968.1	ENST00000390300.2
ENST00000400186.7	ENST00000602723.5
ENST00000709266.1	ENST00000332704.5
ENST00000632773.1	ENST00000573781.1
ENST00000632773.1	ENST00000541449.1
ENST00000672499.1	ENST00000415461.2
ENST00000632327.1	ENST00000614769.1
ENST00000626399.1	ENST00000460352.1
ENST00000632879.1	ENST00000523059.1
ENST00000643514.1	ENST00000625289.1
ENST00000709813.1	ENST00000680987.1
ENST00000673242.1	ENST00000589679.5
ENST00000672062.1	ENST00000672432.1
ENST00000635527.1	ENST00000572664.1
ENST00000709171.1	ENST00000368115.5
ENST00000632011.1	ENST00000479981.1
ENST00000708543.1	ENST00000597304.5
ENST00000431414.5	ENST00000416892.5
ENST00000431414.5	ENST00000425475.5
ENST00000431414.5	ENST00000447703.5
ENST00000431414.5	ENST00000419970.5
ENST00000487148.5	ENST00000462802.5
ENST00000639898.1	ENST00000493401.1
ENST00000646614.1	ENST00000544470.1
ENST00000371933.8	ENST00000672422.2
ENST00000710130.1	ENST00000703859.1
ENST00000632250.1	ENST00000530474.5
ENST00000639967.1	ENST00000581349.5
ENST00000314565.9	ENST00000627374.3
ENST00000710153.1	ENST00000704032.1
ENST00000631876.1	ENST00000454397.1
ENST00000645369.1	ENST00000604478.1
ENST00000707537.1	ENST00000526678.5
ENST00000707525.1	ENST00000530541.1
ENST00000709527.1	ENST00000490002.1
ENST00000709869.1	ENST00000490291.1
ENST00000638770.1	ENST00000472959.5
ENST00000492100.1	ENST00000460847.1
ENST00000492100.1	ENST00000482357.5
